,environment_short,environment_full,unambiguous_direct,unambiguous_indirect,ambiguity_type,amb_shortlist,ambiguous_task,question,answer,plan_for_clear_task,plan_for_amb_task,end_of_ambiguity,user_intent,variants,variants_best
88,"mixer, dish rack, sliced whole wheat bread, uncut white bread, honey, canned olives, mixed fruit jam, muesli, cornflakes, backing sheet, cupboard, oven","a mixer, a dish rack, sliced whole wheat bread, uncut white bread, honey, canned olives, mixed fruit jam, muesli, cornflakes, backing sheet, cupvoard, oven","Kitchen Robot, please use the mixer to combine 2 tablespoons of honey with 1 cup of muesli and 1/2 cup of cornflakes. Then, spread the mixture evenly onto a baking sheet and bake it in the oven at 350 degrees for 15 minutes to make a crunchy granola.","Hey kitchen bot, can you please use the blender to mix 2 tbsp of honey with 1 cup of muesli and 1/2 cup of cornflakes. After that, spread the mixture evenly on a baking tray and bake it in the oven at 350 degrees for 15 minutes to create some crispy granola.",common_sense_knowledge,,"Kitchen Robot, please use the mixer to combine 2 tablespoons of honey with 1 cup of muesli and 1/2 cup of cornflakes. Then, spread the mixture evenly onto a baking sheet and bake it in the oven at 350 degrees for 15 minutes to make a crunchy granola.",Where should I find the baking sheet?,You can find it in the cupboard next to the oven.,"1. Use the mixer to combine 2 tablespoons of honey with 1 cup of muesli and 1/2 cup of cornflakes.
2. Spread the mixture evenly onto a baking sheet.
3. Preheat the oven to 350 degrees.
4. Bake the granola in the oven for 15 minutes.
5. Remove the granola from the oven and let it cool before serving.","1. Use the mixer to combine 2 tablespoons of honey with 1 cup of muesli and 1/2 cup of cornflakes.
2. Spread the mixture evenly onto a baking sheet.
3. Preheat the oven to 350 degrees.
4. Bake the granola in the oven for 15 minutes.
5. Remove the granola from the oven and let it cool before serving.",0,the instruction for the robot would be please locate the item in the cupboard next to the oven,Use the mixer to combine 2 tablespoons of honey with 1 cup of muesli and 1/2 cup of cornflakes.,"A) check the cupboard for the baking sheet
B) check the oven for the baking sheet"
30,"soup pot, stockpot, mixer, toaster, table salt, granulated sugar, mixed fruit jam, tea kettle","a soup pot, a stockpot, a mixer, a toaster, table salt, granulated sugar, mixed fruit jam, a tea kettle","Kitchen Robot, please prepare a pot of hot water using the soup pot and the tea kettle for making tea or instant soup.","Robot, please use the soup pot and tea kettle to prepare a pot of hot water for making tea or instant soup in the kitchen.",preferences,,"Kitchen Robot, please prepare a pot of hot water using the soup pot and the tea kettle for making tea or instant soup.",Which container should I use to heat up the water?,You should use the tea kettle to heat up the water.,"1. Fill the soup pot with water from the sink.
2. Place the soup pot on the stove and turn on the heat to boil the water.
3. While waiting for the water to boil, fill the tea kettle with water from the sink.
4. Place the tea kettle on a separate burner and turn on the heat to boil water for tea.
5. Once both pots of water are boiling, turn off both burners and carefully pour hot water from each pot into separate cups or bowls for making tea or instant soup.
6. Clean up any spills or messes made during preparation.","1. Fill the soup pot with water from the sink.
2. Place the soup pot on the stove and turn on the heat to boil the water.
3. While waiting for the water to boil, fill the tea kettle with water from the sink.
4. Place the tea kettle on a separate burner and turn on the heat to boil water for tea.
5. Once both pots of water are boiling, turn off both burners and carefully pour hot water from each pot into separate cups or bowls for making tea or instant soup.
6. Clean up any spills or messes made during preparation.",0,use the tea kettle to heat up the water,A) Fill the soup pot with water from the sink.,"A) use the tea kettle to heat up the water
B) use the soup pot to heat up the water"
470,"spatula, knife block, oven mitts, potholder, kitchen towel, apple pie, shepherd's pie, key lime pie, canned olives, canned corn, canned beans, canned green peas, oysters, sardines, shrimps, seaweed, mussels, chicken nuggets, chicken balls","a spatula, a knife block, oven mitts, a potholder, a kitchen towel, apple pie, shepherd's pie, key lime pie, canned olives, canned corn, canned beans, canned green peas, oysters, sardines, shrimps, a seaweed, mussels, chicken nuggets, chicken balls",Retrieve the oven mitts and take out the apple pie from the oven.,"Robot, please grab the oven gloves and remove the apple pie from the oven.",safety,,Retrieve the oven mitts and take out the apple pie from the oven.,What should I do before opening a hot appliance?,Make sure to use oven mitts to protect your hands.,"1. Retrieve the oven mitts
2. Take out the apple pie from the oven
3. Put away any leftover ingredients or dishes
4. Clean up any spills or messes in the kitchen
5. Prepare a cup of tea using the tea kettle and some tea bags","1. Retrieve the oven mitts
2. Take out the apple pie from the oven
3. Put away any leftover ingredients or dishes
4. Clean up any spills or messes in the kitchen
5. Prepare a cup of tea using the tea kettle and some tea bags",0,use oven mitts to protect your hands when handling hot items,A) pick up the oven mitts,"A) put on the oven mitts
B) check if the appliance is turned off
C) wait for the appliance to cool down"
280,"frying pan, grill pan, sauce pan, whisk, paper towels, frozen cheese pizza, frozen mushroom pizza, frozen pepperoni pizza, frozen sausage pizza, banana, melon, avocado, apple, lemon, watermelon, pineapple, orange, apricot, kiwi, chicken balls, chicken nuggets, buffalo wing, mozarella sticks, blue cheese, cream cheese, bottle of white wine, bottle of red wine","a frying pan, a grill pan, a sauce pan, a whisk, paper towels, frozen cheese pizza, frozen mushroom pizza, frozen pepperoni pizza, frozen sausage pizza, a banana, a melon, an avocado, an apple, a lemon, a watermelon, a pineapple, an orange, an apricot, a kiwi, chicken balls, chicken nuggets, a buffalo wing, mozarella sticks, blue cheese, cream cheese, a bottle of white wine, a bottle of red wine","Preheat the oven to 425 degrees Fahrenheit. Place the frozen cheese pizza on a clean, empty ceramic dinner plate and heat it in the oven until the cheese is melted and bubbly and the crust is crispy. Remove the pizza from the oven using a potholder and let it cool for 2-3 minutes before serving.","Robot, please preheat the oven to 425 degrees Fahrenheit. Take the frozen cheese pizza and place it on a clean ceramic dinner plate. Heat it in the oven until the cheese is melted and bubbly, and the crust is crispy. Use a potholder to remove the pizza from the oven and let it cool for 2-3 minutes before serving. Thank you!",common_sense_knowledge,,"Preheat the oven to 425 degrees Fahrenheit. Place the frozen cheese pizza on a clean, empty ceramic dinner plate and heat it in the oven until the cheese is melted and bubbly and the crust is crispy. Remove it from using a potholder and let it cool for 2-3 minutes before serving.",What should be removed from where using a potholder?,The pizza should be removed from the oven using a potholder.,"1. Preheat the oven to 425 degrees Fahrenheit.
2. Place the frozen cheese pizza on a clean, empty ceramic dinner plate.
3. Heat the pizza in the oven until the cheese is melted and bubbly and the crust is crispy.
4. Remove the pizza from the oven using a potholder.
5. Let it cool for 2-3 minutes before serving.","1. Preheat the oven to 425 degrees Fahrenheit.
2. Place the frozen cheese pizza on a clean, empty ceramic dinner plate.
3. Heat the pizza in the oven until the cheese is melted and bubbly and the crust is crispy.
4. Remove it from the oven using a potholder.
5. Let it cool for 2-3 minutes before serving.",3,remove the pizza from the oven using a potholder,A) pick up the potholder from the kitchen table,"A) remove the frozen cheese pizza from the oven using a potholder
B) remove the frozen mushroom pizza from the oven using a potholder
C) remove the frozen pepperoni pizza from the oven using a potholder"
359,"plastic dinner plate, plastic bread plate, plastic salad plate, ceramic dinner plate, ceramic bread plate, ceramic salad plate, glass dinner plate, glass bread plate, glass salad plate, dish rack, clean sponge, dirty sponge, dish soap, mixed fruit jam, condensed milk, black tea bags, green tea bags, cream cheese, cheddar cheese slices, parmesan","a plastic dinner plate, a plastic bread plate, a plastic salad plate, a ceramic dinner plate, a ceramic bread plate, a ceramic salad plate, a glass dinner plate, a glass bread plate, a glass salad plate, a dish rack, a clean sponge, a dirty sponge, a dish soap, mixed fruit jam, condensed milk, black tea bags, green tea bags, cream cheese, cheddar cheese slices, parmesan","Please, use the clean sponge and the dish soap to wash the plastic dinner plate and the glass salad plate. Rinse them with hot water and place them on the dish rack to dry.","Robot, please utilize the fresh sponge and the dish detergent to clean the plastic dinner plate and the glass salad plate. After washing them, rinse with hot water and place them on the dish rack for drying.",preferences,"plastic dinner plate, plastic bread plate, plastic salad plate, ceramic dinner plate, ceramic bread plate, ceramic salad plate, glass dinner plate, glass bread plate, glass salad plate","Please, use the clean sponge and the dish soap to wash the plates. Rinse them with hot water and place them on the dish rack to dry.",Which specific plates should be washed?,The plastic dinner plate and the glass salad plate.,"1. Use the clean sponge and dish soap to wash the plastic dinner plate
2. Rinse the plastic dinner plate with hot water
3. Place the plastic dinner plate on the dish rack to dry
4. Use the clean sponge and dish soap to wash the glass salad plate
5. Rinse the glass salad plate with hot water
6. Place the glass salad plate on the dish rack to dry","1. Use the clean sponge and dish soap to wash the plastic dinner plate
2. Rinse the plastic dinner plate with hot water
3. Place the plastic dinner plate on the dish rack to dry
4. Use the clean sponge and dish soap to wash the glass salad plate
5. Rinse the glass salad plate with hot water
6. Place the glass salad plate on the dish rack to dry",0,please place the plastic dinner plate and the glass salad plate on the dining table,A) Use the clean sponge and dish soap to wash the plastic dinner plate,"A) wash the plastic dinner plate with the clean sponge and dish soap
B) wash the plastic bread plate with the clean sponge and dish soap
C) wash the plastic salad plate with the clean sponge and dish soap"
49,"corkscrew, vegetable peeler, potato masher, mustard, tomato paste, eggs, granulated sugar, sea salt, table salt","a corkscrew, a vegetable peeler, a potato masher, mustard, tomato paste, eggs, granulated sugar, sea salt, table salt","Kitchen Robot, please take the eggs from the fridge and place them in a pot of cold water. Then, use the stove to bring the water to a boil, and let the eggs cook for 10 minutes. After 10 minutes, use the potato masher to gently crack the shells of the eggs and peel them under cold running water. ","Dear Kitchen Assistant, please retrieve the eggs from the refrigerator and place them in a pot filled with cold water. Proceed to heat the pot on the stove until the water reaches a boiling point, then allow the eggs to cook for 10 minutes. Following this, utilize the potato masher to gently crack and remove the eggshells under a stream of cold running water. Thank you for your assistance in preparing our boiled eggs.",common_sense_knowledge,,"Kitchen Robot, please prepare a boiled egg.",Where should I place the pot of cold water with the eggs?,Place it on the stove.,"1. Take the eggs from the fridge and place them in a pot of cold water.
2. Use the stove to bring the water to a boil.
3. Let the eggs cook for 10 minutes.
4. After 10 minutes, use the potato masher to gently crack the shells of the eggs.
5. Peel them under cold running water.","1. Take the eggs from the fridge and place them in a pot of cold water.
2. Use the stove to bring the water to a boil.
3. Let the eggs cook for 10 minutes.
4. After 10 minutes, use the potato masher to gently crack the shells of the eggs.
5. Peel them under cold running water.",0,put the pot on the stove,A) Take the eggs from the fridge and place them in a pot of cold water.,"A) place the pot of cold water with the eggs on the stove
B) place the pot of cold water with the eggs on the kitchen table"
375,"ladle, blender, mixer, couscous, spaghetti, jasmine rice, basmati rice, brown rice, buckwheat, avocado, bread knife, paring knife, peach, coconut oil, sunflower oil, olive oil, honey, cottage cheese, cheddar cheese slices, parmesan","a ladle, a blender, a mixer, couscous, spaghetti, jasmine rice, basmati rice, brown rice, buckwheat, an avocado, a bread knife, a paring knife, a peach, coconut oil, sunflower oil, olive oil, honey, cottage cheese, cheddar cheese slices, parmesan","Prepare a couscous salad with avocado and peach.
Here's a breakdown of the steps the robot would likely take to complete this task:
1. Cook the couscous according to package instructions using the tea kettle or a saucepan on the stove.
2. While the couscous is cooking, slice the avocado and peach using the bread knife and paring knife.
3. Once the couscous is cooked and cooled, transfer it to a mixing bowl.
4. Add the sliced avocado and peach to the couscous.
5. Drizzle with olive oil and honey for dressing.
6. Optionally, sprinkle with grated parmesan for added flavor.
7. Use the ladle or a serving spoon to mix the salad ingredients thoroughly.","Robot, please make a salad with couscous, avocado, and peach. Follow these steps:
1. Prepare the couscous as directed on the package using the tea kettle or a saucepan.
2. Slice the avocado and peach with the bread knife and paring knife.
3. Transfer the cooked and cooled couscous to a mixing bowl.
4. Add the sliced avocado and peach to the couscous.
5. Drizzle olive oil and honey over the salad for dressing.
6. Optionally, sprinkle grated parmesan on top for extra flavor.
7. Mix all ingredients together using a ladle or serving spoon before serving.",common_sense_knowledge,,"Make a salad with couscous, avocado, and peach.",How should the robot cook the couscous?,Cook the couscous according to package instructions using the tea kettle or a saucepan on the stove.,"1. Cook the couscous according to package instructions using the tea kettle or a saucepan on the stove.
2. Slice the avocado and peach using the bread knife and paring knife.
3. Transfer the cooked and cooled couscous to a mixing bowl.
4. Add the sliced avocado and peach to the couscous.
5. Drizzle with olive oil and honey for dressing.
6. Optionally, sprinkle with grated parmesan for added flavor.
7. Use the ladle or a serving spoon to mix the salad ingredients thoroughly before serving.","1. Cook the couscous according to package instructions using the tea kettle or a saucepan on the stove.
2. Slice the avocado and peach using the bread knife and paring knife.
3. Transfer the cooked and cooled couscous to a mixing bowl.
4. Add the sliced avocado and peach to the couscous.
5. Drizzle with olive oil and honey for dressing.
6. Optionally, sprinkle with grated parmesan for added flavor.
7. Use the ladle or a serving spoon to mix the salad ingredients thoroughly before serving.",0,prepare the couscous by following the instructions on the package using either the tea kettle or a saucepan on the stove,"A) Use the tea kettle to cook the couscous according to package instructions. 
B) Use a saucepan on the stove to cook the couscous according to package instructions.","A) cook the couscous using the tea kettle
B) cook the couscous using a saucepan on the stove"
46,"oven mitts, soup pot, stockpot, carrot, tomato, potato, cabbage, garlic, bell pepper, almond milk chocolate tablet, dark chocolate tablet, eggs","oven mitts, a soup pot, a stockpot, a carrot, a tomato, a potato, a cabbage, a garlic, a bell pepper, an almond milk chocolate tablet, a dark chocolate tablet, eggs","Kitchen Robot, please take the carrot, tomato, potato, cabbage, garlic, and bell pepper from the kitchen and wash them thoroughly in the sink. Once they are washed, chop them into small pieces using the knife block. After chopping, put all the vegetables into the soup pot, add water until the vegetables are covered, and place the pot on the oven to cook on medium heat.","Dear kitchen assistant, please gather the carrot, tomato, potato, cabbage, garlic, and bell pepper from the kitchen and wash them thoroughly in the sink. Once cleaned, chop the vegetables into small pieces using the knife block. After chopping, place all the veggies into the soup pot, cover them with water, and cook on medium heat on the oven. Thank you!",preferences,,"Kitchen Robot, please take all ingredients from the kitchen and cook them in a pot on medium heat.",Which specific ingredients should I take from the kitchen?,"Take the carrot, tomato, potato, cabbage, garlic,and bell pepper.","1. Wash the carrot, tomato, potato, cabbage, garlic, and bell pepper in the sink.
2. Chop all the vegetables into small pieces using the knife block.
3. Put all the chopped vegetables into the soup pot.
4. Add water until the vegetables are covered in the pot.
5. Place the pot on the oven to cook on medium heat.","1. Take all ingredients from the kitchen.
2. Cook them in a pot on medium heat.",0,gather the carrot tomato potato cabbage garlic and bell pepper,"A) take the carrot
B) take the tomato
C) take the potato
D) take the cabbage
E) take the garlic
F) take the bell pepper","A) take the carrot, tomato, potato, cabbage, garlic and bell pepper from the kitchen
B) take the almond milk chocolate tablet and dark chocolate tablet from the kitchen
C) take the eggs from the kitchen"
231,"oven mitts, toaster, cucumber, onion, black pepper, tomato, mayonnaise, mustard, tomato paste, bread knife, paring knife, butter knife","oven mitts, a toaster, a cucumber, an onion, a black pepper, a tomato, mayonnaise, mustard, tomato paste, a bread knife, a paring knife, a butter knife","Robot, please use the toaster to toast two slices of bread, then spread mayonnaise on one slice and mustard on the other. Thinly slice the cucumber and onion, and layer them on top of the mayonnaise. Slice the tomato and place it on top of the onion. Sprinkle black pepper on top, then place the mustard-spread slice on top to create a vegetable sandwich.","Kitchen robot, please toast two pieces of bread using the toaster. After toasting, spread mayonnaise on one slice and mustard on the other. Thinly slice the cucumber and onion, then layer them on top of the mayonnaise. Slice the tomato and place it on top of the onion. Sprinkle some black pepper over the vegetables, then place the mustard-spread slice on top to create a vegetable sandwich.",preferences,"mayonnaise, mustard, tomato paste","Robot, please use the toaster to toast two slices of bread. Spread mayonnaise on one slice and mustard on the other. Thinly slice the cucumber and onion, then layer them on top of the mayonnaise. Slice the tomato and place it on top of the onion. Sprinkle black pepper on top, then place the mustard-spread slice on top to create a vegetable sandwich.",Which condiment should be spread on one slice of bread?,Use mayonnaise,"1. Use the toaster to toast two slices of bread.
2. Spread mayonnaise on one slice of bread and mustard on the other.
3. Thinly slice the cucumber and onion.
4. Layer the cucumber and onion on top of the mayonnaise.
5. Slice the tomato and place it on top of the onion.
6. Sprinkle black pepper on top of the tomato.
7. Place the mustard-spread slice of bread on top to create a vegetable sandwich.","1. Use the toaster to toast two slices of bread.
2. Spread mayonnaise on one slice of bread and mustard on the other.
3. Thinly slice the cucumber and onion.
4. Layer the cucumber and onion on top of the mayonnaise.
5. Slice the tomato and place it on top of the onion.
6. Sprinkle black pepper on top of the tomato.
7. Place the mustard-spread slice of bread on top to create a vegetable sandwich.",0,use mayonnaise,A) Use the toaster to toast two slices of bread.,"A) spread mayonnaise on one slice of bread
B) spread mustard on one slice of bread"
369,"stainless steel tablespoon, wooden tablespoon, silver teaspoon, paper towels, bacon, ham, granulated sugar, table salt, sea salt, muesli, cornflakes, coconut oil, olive oil, sunflower oil, blackberries, raspberries, bleuberries","a stainless steel tablespoon, a wooden tablespoon, a silver teaspoon, paper towels, bacon, ham, granulated sugar, table salt, sea salt, muesli, cornflakes, coconut oil, olive oil, sunflower oil, blackberries, raspberries, bleuberries","Please, use the stainless steel tablespoon to transfer the blackberries, the raspberries, and the blueberries from their respective containers to a small bowl. Then, use the wooden tablespoon to mix the berries together.","Robot, please use the metal spoon to transfer the blackberries, raspberries, and blueberries from their containers to a small bowl. After that, use the wooden spoon to mix them together.",preferences,,"Please, use a tablespoon to transfer the berries from their containers to a bowl. Then, mix them together.",Which type of tablespoon should be used to transfer the berries?,Use the stainless steel tablespoon.,"1. Use the stainless steel tablespoon to transfer the blackberries from their container to a small bowl.
2. Use the stainless steel tablespoon to transfer the raspberries from their container to the same small bowl.
3. Use the stainless steel tablespoon to transfer the blueberries from their container to the same small bowl.
4. Use the wooden tablespoon to mix all three types of berries together in the small bowl.","1. Use a tablespoon to transfer the blackberries from their container to a bowl.
2. Use a tablespoon to transfer the raspberries from their container to the same bowl.
3. Use a tablespoon to transfer the blueberries from their container to the same bowl.
4. Mix all three types of berries together in the bowl.",0,use the stainless steel tablespoon for this task,"A) use the stainless steel tablespoon
B) use the wooden tablespoon
C) use the silver teaspoon","A) use the stainless steel tablespoon to transfer the blackberries from their container to a bowl
B) use the wooden tablespoon to transfer the blackberries from their container to a bowl"
